pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_facility,sy_dist,sy_disterr1,sy_disterr2
GJ 3929 b,GJ 3929,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),15.8095,0.0096,-0.0095
GJ 3929 c,GJ 3929,2,Radial Velocity,2022,Multiple Observatories,15.8095,0.0096,-0.0095
GJ 393 b,GJ 393,1,Radial Velocity,2021,Multiple Observatories,7.03149,0.002485,-0.002485
GJ 3942 b,GJ 3942,1,Radial Velocity,2017,Roque de los Muchachos Observatory,16.9287,0.00635,-0.00635
GJ 3988 b,GJ 3988,1,Radial Velocity,2023,Calar Alto Observatory,9.9105,0.00416,-0.00416
GJ 3998 b,GJ 3998,3,Radial Velocity,2016,Roque de los Muchachos Observatory,18.1459,0.0165,-0.0165
GJ 3998 c,GJ 3998,3,Radial Velocity,2016,Roque de los Muchachos Observatory,18.1459,0.0165,-0.0165
GJ 3998 d,GJ 3998,3,Radial Velocity,2025,Multiple Observatories,18.1459,0.0165,-0.0165
GJ 411 b,GJ 411,2,Radial Velocity,2019,Haute-Provence Observatory,5.675773,0.0059099,-0.0059099
GJ 414 A b,GJ 414 A,2,Radial Velocity,2021,W. M. Keck Observatory,11.8893,0.0067,-0.0067
GJ 414 A c,GJ 414 A,2,Radial Velocity,2021,W. M. Keck Observatory,11.8893,0.0067,-0.0067
GJ 422 b,GJ 422,1,Radial Velocity,2014,Multiple Observatories,12.6631,0.0072,-0.0073
GJ 4276 b,GJ 4276,1,Radial Velocity,2019,Calar Alto Observatory,21.3362,0.0172,-0.0172
GJ 433 b,GJ 433,3,Radial Velocity,2011,La Silla Observatory,9.06456,0.00367,-0.00367
GJ 433 c,GJ 433,3,Radial Velocity,2014,Multiple Observatories,9.06456,0.00367,-0.00367
GJ 433 d,GJ 433,3,Radial Velocity,2020,Multiple Facilities,9.06456,0.00367,-0.00367
GJ 436 b,GJ 436,1,Radial Velocity,2004,W. M. Keck Observatory,9.75321,0.00898,-0.00896
GJ 463 b,GJ 463,1,Radial Velocity,2022,Multiple Observatories,18.3554,0.0109,-0.0109
GJ 480 b,GJ 480,1,Radial Velocity,2020,Multiple Observatories,14.2358,0.01515,-0.01515
GJ 486 b,GJ 486,1,Radial Velocity,2021,Calar Alto Observatory,8.07426,0.004095,-0.004095
GJ 504 b,GJ 504,1,Imaging,2013,Subaru Telescope,17.5299,0.0785,-0.0778
GJ 514 b,GJ 514,1,Radial Velocity,2022,Multiple Observatories,7.61778,0.003175,-0.003175
GJ 536 b,GJ 536,1,Radial Velocity,2016,La Silla Observatory,10.4092,0.00955,-0.00955
GJ 581 b,GJ 581,3,Radial Velocity,2005,La Silla Observatory,6.2981,0.002095,-0.002095
GJ 581 c,GJ 581,3,Radial Velocity,2007,La Silla Observatory,6.2981,0.002095,-0.002095
GJ 581 e,GJ 581,3,Radial Velocity,2009,La Silla Observatory,6.2981,0.002095,-0.002095
GJ 625 b,GJ 625,1,Radial Velocity,2017,Multiple Observatories,6.47249,0.001155,-0.001155
GJ 649 b,GJ 649,1,Radial Velocity,2009,W. M. Keck Observatory,10.3796,0.00335,-0.00335
GJ 667 C b,GJ 667 C,5,Radial Velocity,2012,La Silla Observatory,7.24396,0.00486,-0.00485
GJ 667 C c,GJ 667 C,5,Radial Velocity,2013,La Silla Observatory,7.24396,0.00486,-0.00485
GJ 667 C e,GJ 667 C,5,Radial Velocity,2013,La Silla Observatory,7.24396,0.00486,-0.00485
GJ 667 C f,GJ 667 C,5,Radial Velocity,2013,La Silla Observatory,7.24396,0.00486,-0.00485
GJ 667 C g,GJ 667 C,5,Radial Velocity,2013,La Silla Observatory,7.24396,0.00486,-0.00485
GJ 674 b,GJ 674,1,Radial Velocity,2007,La Silla Observatory,4.54896,0.001015,-0.001015
GJ 676 A b,GJ 676 A,4,Radial Velocity,2010,La Silla Observatory,16.0272,0.0101,-0.0101
GJ 676 A c,GJ 676 A,4,Radial Velocity,2016,Paranal Observatory,16.0272,0.0101,-0.0101
GJ 676 A d,GJ 676 A,4,Radial Velocity,2012,La Silla Observatory,16.0272,0.0101,-0.0101
GJ 676 A e,GJ 676 A,4,Radial Velocity,2012,La Silla Observatory,16.0272,0.0101,-0.0101
GJ 680 b,GJ 680,1,Radial Velocity,2022,Multiple Observatories,9.67315,0.005135,-0.005135
GJ 682 b,GJ 682,2,Radial Velocity,2014,Multiple Observatories,5.00671,0.0021,-0.0021
GJ 682 c,GJ 682,2,Radial Velocity,2014,Multiple Observatories,5.00671,0.0021,-0.0021
GJ 685 b,GJ 685,1,Radial Velocity,2019,Roque de los Muchachos Observatory,14.3155,0.0081,-0.0081
GJ 687 b,GJ 687,2,Radial Velocity,2014,Lick Observatory,4.54939,0.00068,-0.00068
GJ 687 c,GJ 687,2,Radial Velocity,2020,Multiple Observatories,4.54939,0.00068,-0.00068
GJ 720 A b,GJ 720 A,1,Radial Velocity,2021,Roque de los Muchachos Observatory,15.5575,0.0061,-0.0061
GJ 724 b,GJ 724,1,Radial Velocity,2023,Calar Alto Observatory,16.9658,0.014,-0.014
GJ 740 b,GJ 740,1,Radial Velocity,2021,Multiple Observatories,11.1017,0.00605,-0.00605
GJ 806 b,GJ 806,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),12.0445,0.00435,-0.00435
GJ 806 c,GJ 806,2,Radial Velocity,2023,Multiple Observatories,12.0445,0.00435,-0.00435
GJ 832 b,GJ 832,1,Radial Velocity,2008,Anglo-Australian Telescope,4.96435,0.001065,-0.001065
GJ 849 b,GJ 849,2,Radial Velocity,2006,W. M. Keck Observatory,8.80058,0.003615,-0.003615
GJ 849 c,GJ 849,2,Radial Velocity,2014,W. M. Keck Observatory,8.80058,0.003615,-0.003615
GJ 86 b,GJ 86,1,Radial Velocity,1999,La Silla Observatory,10.7836,0.0054,-0.0053
GJ 876 b,GJ 876,4,Radial Velocity,1998,Multiple Observatories,4.67517,0.00167,-0.00167
GJ 876 c,GJ 876,4,Radial Velocity,2000,Multiple Observatories,4.67517,0.00167,-0.00167
GJ 876 d,GJ 876,4,Radial Velocity,2005,W. M. Keck Observatory,4.67517,0.00167,-0.00167
GJ 876 e,GJ 876,4,Radial Velocity,2010,W. M. Keck Observatory,4.67517,0.00167,-0.00167
GJ 887 b,GJ 887,2,Radial Velocity,2020,La Silla Observatory,3.29,0.01,-0.01
GJ 887 c,GJ 887,2,Radial Velocity,2020,La Silla Observatory,3.29,0.01,-0.01
GJ 896 A b,GJ 896 A,1,Astrometry,2022,Very Long Baseline Array,6.26022,0.003265,-0.003265
GJ 900 b,GJ 900 A,1,Imaging,2024,Multiple Observatories,20.8065,0.0357,-0.0357
GJ 9066 c,GJ 9066,1,Radial Velocity,2020,Multiple Observatories,4.471,0.00215,-0.00215
GJ 9404 b,GJ 9404,1,Radial Velocity,2023,Roque de los Muchachos Observatory,23.8839,0.0254,-0.0253
GJ 96 b,GJ 96,1,Radial Velocity,2018,Haute-Provence Observatory,11.9315,0.0093,-0.0093
GJ 9689 b,GJ 9689,1,Radial Velocity,2020,Roque de los Muchachos Observatory,30.6203,0.04185,-0.04185
GJ 9714 b,GJ 9714,1,Radial Velocity,2022,Multiple Observatories,20.5121,0.0247,-0.0247
GJ 9827 b,GJ 9827,3,Transit,2017,K2,29.661,0.0543,-0.0541
GJ 9827 c,GJ 9827,3,Transit,2017,K2,29.661,0.0543,-0.0541
GJ 9827 d,GJ 9827,3,Transit,2017,K2,29.661,0.0543,-0.0541
GPX-1 b,GPX-1,1,Transit,2021,Acton Sky Portal Observatory,655.013,17.102,-16.269
GQ Lup b,GQ Lup,1,Imaging,2004,Paranal Observatory,151.169,1.096,-1.081
GSC 06214-00210 b,GSC 06214-00210,1,Imaging,2010,Palomar Observatory,108.5,0.513,-0.508
GU Psc b,GU Psc,1,Imaging,2014,Gemini Observatory,47.5501,0.1649,-0.1638
Gaia-1 b,Gaia-1,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,363.66,3.058,-3.008
Gaia-2 b,Gaia-2,1,Transit,2022,European Space Agency (ESA) Gaia Satellite,209.229,1.134,-1.121
Gaia-4 b,Gaia-4,1,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,73.4829,0.1536,-0.1529
Gaia-5 b,Gaia-5,1,Astrometry,2025,European Space Agency (ESA) Gaia Satellite,41.1813,0.097,-0.0965
Gaia22dkvL b,Gaia22dkvL,1,Microlensing,2024,European Space Agency (ESA) Gaia Satellite,1270,430,-250
Gl 378 b,Gl 378,1,Radial Velocity,2019,Haute-Provence Observatory,14.9545,0.00725,-0.00725
Gl 410 b,Gl 410,1,Radial Velocity,2025,Mauna Kea Observatory,11.9324,0.0082,-0.0082
Gl 49 b,Gl 49,1,Radial Velocity,2019,Multiple Observatories,9.8528,0.00328,-0.00328
Gl 686 b,Gl 686,1,Radial Velocity,2018,Roque de los Muchachos Observatory,8.15728,0.00232,-0.00232
Gl 725 A b,Gl 725 A,1,Radial Velocity,2025,Multiple Observatories,3.5214,0.00078,-0.00078
Gliese 12 b,Gliese 12,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),12.21,0.01305,-0.01305
HAT-P-1 b,HAT-P-1,1,Transit,2006,HATNet,158.979,0.977,-0.965
HAT-P-11 b,HAT-P-11,2,Transit,2008,HATNet,37.7647,0.0337,-0.0336
HAT-P-11 c,HAT-P-11,2,Radial Velocity,2018,W. M. Keck Observatory,37.7647,0.0337,-0.0336
HAT-P-12 b,HAT-P-12,1,Transit,2009,HATNet,142.751,0.453,-0.45
HAT-P-13 b,HAT-P-13,2,Transit,2009,HATNet,246.81,2.228,-2.188
HAT-P-13 c,HAT-P-13,2,Radial Velocity,2009,W. M. Keck Observatory,246.81,2.228,-2.188
HAT-P-14 b,HAT-P-14,1,Transit,2010,HATNet,222.663,1.257,-1.244
HAT-P-15 b,HAT-P-15,1,Transit,2010,HATNet,192.516,2.053,-2.01
HAT-P-16 b,HAT-P-16,1,Transit,2010,HATNet,226.637,4.471,-4.305
HAT-P-17 b,HAT-P-17,2,Transit,2010,HATNet,92.3831,0.4851,-0.4802
HAT-P-17 c,HAT-P-17,2,Radial Velocity,2010,W. M. Keck Observatory,92.3831,0.4851,-0.4802
HAT-P-18 b,HAT-P-18,1,Transit,2010,HATNet,161.4,0.61,-0.605
HAT-P-19 b,HAT-P-19,1,Transit,2010,HATNet,202.078,1.471,-1.451
HAT-P-2 b,HAT-P-2,2,Transit,2007,HATNet,127.774,0.425,-0.423
HAT-P-2 c,HAT-P-2,2,Radial Velocity,2023,Multiple Observatories,127.774,0.425,-0.423
HAT-P-20 b,HAT-P-20,1,Transit,2010,HATNet,71.0374,0.1994,-0.1983
HAT-P-21 b,HAT-P-21,1,Transit,2010,HATNet,277.278,3.215,-3.144
HAT-P-22 b,HAT-P-22,1,Transit,2010,HATNet,81.7647,0.2505,-0.2489
HAT-P-23 b,HAT-P-23,1,Transit,2010,HATNet,364.813,4.772,-4.653
HAT-P-24 b,HAT-P-24,1,Transit,2010,HATNet,415.344,6.636,-6.435
HAT-P-25 b,HAT-P-25,1,Transit,2010,HATNet,300.384,4.3,-4.182
HAT-P-26 b,HAT-P-26,1,Transit,2010,HATNet,141.837,1.152,-1.133
HAT-P-27 b,HAT-P-27,1,Transit,2011,HATNet,199.173,1.451,-1.43
HAT-P-28 b,HAT-P-28,1,Transit,2011,HATNet,401.319,5.542,-5.395
HAT-P-29 b,HAT-P-29,1,Transit,2011,HATNet,313.576,4.43,-4.31
HAT-P-3 b,HAT-P-3,1,Transit,2007,HATNet,134.554,0.48,-0.477
HAT-P-30 b,HAT-P-30,1,Transit,2011,HATNet,213.985,2.217,-2.173
HAT-P-31 b,HAT-P-31,1,Transit,2011,HATNet,344.05,2.913,-2.865
HAT-P-32 b,HAT-P-32,1,Transit,2011,HATNet,289.205,5.355,-5.167
HAT-P-33 b,HAT-P-33,1,Transit,2011,HATNet,396.11,7.647,-7.368
HAT-P-34 b,HAT-P-34,1,Transit,2011,HATNet,249.325,2.804,-2.744
HAT-P-35 b,HAT-P-35,1,Transit,2011,HATNet,506.965,13.193,-12.551
HAT-P-36 b,HAT-P-36,1,Transit,2011,HATNet,294.419,2.269,-2.235
HAT-P-37 b,HAT-P-37,1,Transit,2011,HATNet,390.594,2.723,-2.686
HAT-P-38 b,HAT-P-38,1,Transit,2012,HATNet,255.206,2.473,-2.427
HAT-P-39 b,HAT-P-39,1,Transit,2012,HATNet,697.004,17.938,-17.075
HAT-P-4 b,HAT-P-4,1,Transit,2007,HATNet,320.451,2.852,-2.802
HAT-P-40 b,HAT-P-40,1,Transit,2012,HATNet,464.469,6.537,-6.361
HAT-P-41 b,HAT-P-41,1,Transit,2012,HATNet,348.185,4.529,-4.417
HAT-P-42 b,HAT-P-42,1,Transit,2012,HATNet,405.238,7.779,-7.496
HAT-P-43 b,HAT-P-43,1,Transit,2012,HATNet,528.825,7.587,-7.379
HAT-P-44 b,HAT-P-44,2,Transit,2014,HATNet,347.85,2.226,-2.199
HAT-P-44 c,HAT-P-44,2,Radial Velocity,2014,W. M. Keck Observatory,347.85,2.226,-2.199
HAT-P-45 b,HAT-P-45,1,Transit,2014,HATNet,298.64,6.031,-5.801
HAT-P-46 b,HAT-P-46,1,Transit,2014,HATNet,290.736,5.11,-4.94
HAT-P-49 b,HAT-P-49,1,Transit,2014,HATNet,350.351,3.552,-3.482
HAT-P-5 b,HAT-P-5,1,Transit,2007,HATNet,303.336,1.812,-1.791
HAT-P-50 b,HAT-P-50,1,Transit,2015,HATNet,515.458,16.696,-15.697
HAT-P-51 b,HAT-P-51,1,Transit,2015,HATNet,440.089,8.189,-7.901
HAT-P-52 b,HAT-P-52,1,Transit,2015,HATNet,361.155,4.2875,-4.2875
HAT-P-53 b,HAT-P-53,1,Transit,2015,HATNet,666.802,15.276,-14.619
HAT-P-54 b,HAT-P-54,1,Transit,2015,HATNet,143.651,0.583,-0.579
HAT-P-55 b,HAT-P-55,1,Transit,2015,HATNet,511.388,3.634,-3.585
HAT-P-56 b,HAT-P-56,1,Transit,2015,HATNet,320.639,5.652,-5.463
HAT-P-57 b,HAT-P-57,1,Transit,2015,HATNet,279.86,3.249,-3.176
HAT-P-58 b,HAT-P-58,1,Transit,2021,HATNet,515.59,12.777,-12.184
HAT-P-59 b,HAT-P-59,1,Transit,2021,HATNet,265.471,1.374,-1.36
HAT-P-6 b,HAT-P-6,1,Transit,2007,HATNet,275.358,3.636,-3.545
HAT-P-60 b,HAT-P-60,1,Transit,2021,HATNet,233.22,2.687,-2.627
HAT-P-61 b,HAT-P-61,1,Transit,2021,HATNet,338.84,4.149,-4.051
HAT-P-62 b,HAT-P-62,1,Transit,2021,HATNet,348.815,4.951,-4.816
HAT-P-63 b,HAT-P-63,1,Transit,2021,HATNet,403.458,3.98,-3.904
HAT-P-64 b,HAT-P-64,1,Transit,2021,HATNet,651.897,15.413,-14.728
HAT-P-65 b,HAT-P-65,1,Transit,2016,HATNet,738.519,19.924,-18.922
HAT-P-66 b,HAT-P-66,1,Transit,2016,HATNet,935.456,24.361,-23.177
HAT-P-67 b,HAT-P-67,1,Transit,2017,HATNet,371.686,3.563,-3.497
HAT-P-68 b,HAT-P-68,1,Transit,2020,HATNet,202.152,0.953,-0.943
HAT-P-69 b,HAT-P-69,1,Transit,2019,HATNet,341.263,5.116,-4.969
HAT-P-7 b,HAT-P-7,1,Transit,2008,HATNet,341.079,2.431,-2.397
HAT-P-70 b,HAT-P-70,1,Transit,2019,HATNet,330.739,6.818,-6.552
HAT-P-8 b,HAT-P-8,1,Transit,2008,HATNet,211.553,1.709,-1.682
HAT-P-9 b,HAT-P-9,1,Transit,2008,HATNet,455.203,8.968,-8.635
HATS-1 b,HATS-1,1,Transit,2012,HATSouth,283.971,3.778,-3.682
HATS-10 b,HATS-10,1,Transit,2015,HATSouth,534.889,7.724,-7.512
HATS-11 b,HATS-11,1,Transit,2016,HATSouth,944.603,32.262,-30.233
HATS-12 b,HATS-12,1,Transit,2016,HATSouth,746.138,,
HATS-13 b,HATS-13,1,Transit,2015,HATSouth,421.855,8.501,-8.177
HATS-14 b,HATS-14,1,Transit,2015,HATSouth,513.011,9.287,-8.968
HATS-15 b,HATS-15,1,Transit,2016,HATSouth,1139.55,99.7,-85.11
HATS-16 b,HATS-16,1,Transit,2016,HATSouth,757.044,13.735,-13.262
HATS-17 b,HATS-17,1,Transit,2016,HATSouth,400.331,10.228,-9.74
HATS-18 b,HATS-18,1,Transit,2016,Multiple Observatories,624.368,16.147,-15.366
HATS-2 b,HATS-2,1,Transit,2013,HATSouth,341.925,3.674,-3.598
HATS-22 b,HATS-22,1,Transit,2017,HATSouth,229.518,1.612,-1.59
HATS-23 b,HATS-23,1,Transit,2017,HATSouth,639.004,9.609,-9.334
HATS-24 b,HATS-24,1,Transit,2017,HATSouth,494.182,12.468,-11.88
HATS-25 b,HATS-25,1,Transit,2016,HATSouth,471.158,9.125,-8.79
HATS-26 b,HATS-26,1,Transit,2016,HATSouth,861.843,25.218,-23.847
HATS-27 b,HATS-27,1,Transit,2016,HATSouth,816.988,41.072,-37.381
HATS-28 b,HATS-28,1,Transit,2016,HATSouth,535.383,7.926,-7.703
HATS-29 b,HATS-29,1,Transit,2016,HATSouth,353.891,4.986,-4.852
HATS-3 b,HATS-3,1,Transit,2013,HATSouth,411.211,7.896,-7.608
HATS-30 b,HATS-30,1,Transit,2016,HATSouth,342.14,2.936,-2.888
HATS-31 b,HATS-31,1,Transit,2016,HATSouth,773.974,20.317,-19.321
HATS-32 b,HATS-32,1,Transit,2016,HATSouth,745.116,17.503,-16.731
HATS-33 b,HATS-33,1,Transit,2016,HATSouth,248.46,2.164,-2.127
HATS-34 b,HATS-34,1,Transit,2016,HATSouth,508.842,3.896,-3.896
HATS-35 b,HATS-35,1,Transit,2016,HATSouth,514.555,10.199,-9.817
HATS-36 b,HATS-36,1,Transit,2018,HATSouth,856.436,21.874,-20.829
HATS-37 A b,HATS-37 A,1,Transit,2020,HATSouth,211.896,2.803,-2.733
HATS-38 b,HATS-38,1,Transit,2020,HATSouth,343.525,5.122,-4.976
HATS-39 b,HATS-39,1,Transit,2018,HATSouth,878.521,79.923,-67.787
HATS-4 b,HATS-4,1,Transit,2014,HATSouth,416.459,2.726,-2.691
HATS-40 b,HATS-40,1,Transit,2018,HATSouth,1342.29,31.8,-30.39
HATS-41 b,HATS-41,1,Transit,2018,HATSouth,737.668,14.203,-13.685
HATS-42 b,HATS-42,1,Transit,2018,HATSouth,800.377,10.533,-10.269
HATS-43 b,HATS-43,1,Transit,2018,HATSouth,362.273,2.259,-2.232
HATS-44 b,HATS-44,1,Transit,2018,HATSouth,446.035,3.241,-3.196
HATS-45 b,HATS-45,1,Transit,2018,HATSouth,772.11,11.303,-10.987
HATS-46 b,HATS-46,1,Transit,2018,HATSouth,453.808,3.927,-3.861
HATS-47 b,HATS-47,1,Transit,2020,HATSouth,300.67,3.853,-3.759
HATS-48 A b,HATS-48 A,1,Transit,2020,HATSouth,263.609,1.669,-1.649
HATS-49 b,HATS-49,1,Transit,2020,HATSouth,324.413,2.387,-2.353
HATS-5 b,HATS-5,1,Transit,2014,HATSouth,246.384,1.742,-1.719
HATS-50 b,HATS-50,1,Transit,2017,HATSouth,756.742,16.978,-16.261
HATS-51 b,HATS-51,1,Transit,2017,HATSouth,389.57,3.949,-3.872
HATS-52 b,HATS-52,1,Transit,2017,HATSouth,555.134,6.057,-6.057
HATS-53 b,HATS-53,1,Transit,2017,HATSouth,585.77,8.501,-8.265
HATS-54 b,HATS-54,1,Transit,2019,HATSouth,748.585,22.665,-21.392
HATS-55 b,HATS-55,1,Transit,2019,HATSouth,609.838,6.099,-5.982
HATS-56 b,HATS-56,1,Transit,2019,HATSouth,564.409,11.513,-11.07
HATS-57 b,HATS-57,1,Transit,2019,HATSouth,279.485,3.118,-3.05
HATS-58 A b,HATS-58 A,1,Transit,2019,HATSouth,403.591,,
HATS-59 b,HATS-59,2,Transit,2018,HATSouth,642.884,13.94,-13.371
HATS-59 c,HATS-59,2,Radial Velocity,2018,HATSouth,642.884,13.94,-13.371
HATS-6 b,HATS-6,1,Transit,2015,HATSouth,169.318,1.065,-1.051
HATS-60 b,HATS-60,1,Transit,2018,HATSouth,486.474,8.584,-8.296
HATS-61 b,HATS-61,1,Transit,2018,HATSouth,679.761,8.732,-8.518
HATS-62 b,HATS-62,1,Transit,2018,HATSouth,523.067,10.426,-10.033
HATS-63 b,HATS-63,1,Transit,2018,HATSouth,623.232,6.092,-5.977
HATS-64 b,HATS-64,1,Transit,2018,HATSouth,1080.15,42.25,-39.24
HATS-65 b,HATS-65,1,Transit,2018,HATSouth,493.32,12.619,-12.015
HATS-66 b,HATS-66,1,Transit,2018,HATSouth,1477.98,36.6,-34.9
HATS-67 b,HATS-67,1,Transit,2018,HATSouth,960.109,24.025,-22.9
HATS-68 b,HATS-68,1,Transit,2018,HATSouth,603.955,10.371,-10.034
HATS-69 b,HATS-69,1,Transit,2018,HATSouth,414.537,3.545,-3.487
HATS-7 b,HATS-7,1,Transit,2015,HATSouth,240.707,1.649,-1.628
HATS-70 b,HATS-70,1,Transit,2019,HATSouth,1458.83,68.6,-62.81
HATS-71 b,HATS-71,1,Transit,2020,HATSouth,140.225,0.865,-0.855
HATS-72 b,HATS-72,1,Transit,2020,HATSouth,127.589,0.614,-0.609
HATS-74 A b,HATS-74 A,1,Transit,2021,HATSouth,299.389,7.188,-6.865
HATS-75 b,HATS-75,1,Transit,2021,HATSouth,194.964,1.125,-1.111
HATS-76 b,HATS-76,1,Transit,2021,HATSouth,385.689,5.7415,-5.7415
HATS-77 b,HATS-77,1,Transit,2021,HATSouth,436.176,10.91,-10.4
HATS-8 b,HATS-8,1,Transit,2015,HATSouth,794.637,19.412,-18.524
HATS-9 b,HATS-9,1,Transit,2015,HATSouth,638.7,12.633,-12.16
HD 100546 b,HD 100546,1,Imaging,2014,Paranal Observatory,109.677,0.621,-0.613
HD 100655 b,HD 100655,1,Radial Velocity,2011,Bohyunsan Optical Astronomical Observatory,137.178,0.895,-0.895
HD 100777 b,HD 100777,1,Radial Velocity,2007,La Silla Observatory,49.5336,0.1459,-0.1451
HD 101581 b,HIP 56998,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),12.7781,0.0114,-0.0114
HD 101581 c,HIP 56998,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),12.7781,0.0114,-0.0114
HD 10180 c,HD 10180,6,Radial Velocity,2010,La Silla Observatory,38.9607,0.0387,-0.0386
HD 10180 d,HD 10180,6,Radial Velocity,2010,La Silla Observatory,38.9607,0.0387,-0.0386
HD 10180 e,HD 10180,6,Radial Velocity,2010,La Silla Observatory,38.9607,0.0387,-0.0386
HD 10180 f,HD 10180,6,Radial Velocity,2010,La Silla Observatory,38.9607,0.0387,-0.0386
HD 10180 g,HD 10180,6,Radial Velocity,2010,La Silla Observatory,38.9607,0.0387,-0.0386
HD 10180 h,HD 10180,6,Radial Velocity,2010,La Silla Observatory,38.9607,0.0387,-0.0386
HD 101930 b,HD 101930,1,Radial Velocity,2005,La Silla Observatory,30.0274,0.0409,-0.0407
HD 102117 b,HD 102117,1,Radial Velocity,2005,La Silla Observatory,39.5792,0.0646,-0.0644
HD 102195 b,HD 102195,1,Radial Velocity,2006,Kitt Peak National Observatory,29.3386,0.0482,-0.048
HD 102272 b,HD 102272,1,Radial Velocity,2008,McDonald Observatory,347.097,13.7975,-13.7975
HD 102329 b,HD 102329,2,Radial Velocity,2011,W. M. Keck Observatory,217.107,3.172,-3.083
HD 102329 c,HD 102329,2,Radial Velocity,2018,W. M. Keck Observatory,217.107,3.172,-3.083
HD 102365 b,HD 102365,1,Radial Velocity,2010,Anglo-Australian Telescope,9.2894,0.01424,-0.0142
HD 102843 b,HD 102843,1,Radial Velocity,2019,Las Campanas Observatory,62.758,0.2124,-0.2111
HD 102956 b,HD 102956,1,Radial Velocity,2010,W. M. Keck Observatory,121.89,0.4345,-0.4345
HD 103197 b,HD 103197,1,Radial Velocity,2009,La Silla Observatory,57.1463,0.097,-0.0967
HD 103720 b,HD 103720,1,Radial Velocity,2014,La Silla Observatory,45.5352,0.1032,-0.1026
HD 103774 b,HD 103774,1,Radial Velocity,2013,La Silla Observatory,56.4089,0.1785,-0.1774
HD 103891 b,HD 103891,1,Radial Velocity,2022,La Silla Observatory,55.5213,0.4446,-0.4378
HD 103949 b,HD 103949,1,Radial Velocity,2019,Las Campanas Observatory,26.4997,0.0538,-0.0537
HD 104067 b,HD 104067,2,Radial Velocity,2009,La Silla Observatory,20.3632,0.0245,-0.0244
HD 104067 c,HD 104067,2,Radial Velocity,2024,Multiple Observatories,20.3632,0.0245,-0.0244
HD 10442 b,HD 10442,1,Radial Velocity,2014,W. M. Keck Observatory,135.374,1.3395,-1.3395
HD 104985 b,HD 104985,1,Radial Velocity,2003,Okayama Astrophysical Observatory,100.576,0.719,-0.719
HD 105618 b,HD 105618,2,Radial Velocity,2022,Multiple Observatories,70.0837,0.2478,-0.2462
HD 105618 c,HD 105618,2,Radial Velocity,2022,Multiple Observatories,70.0837,0.2478,-0.2462
HD 105779 b,HD 105779,1,Radial Velocity,2022,La Silla Observatory,55.2411,0.17,-0.169
HD 106252 b,HD 106252,1,Radial Velocity,2002,Lick Observatory,38.185,0.079,-0.0787
HD 106270 b,HD 106270,1,Radial Velocity,2011,W. M. Keck Observatory,93.808,0.5686,-0.5686
HD 106315 b,HD 106315,2,Transit,2017,K2,109.353,0.691,-0.681
HD 106315 c,HD 106315,2,Transit,2017,K2,109.353,0.691,-0.681
HD 10647 b,HD 10647,1,Radial Velocity,2006,W. M. Keck Observatory,17.3357,0.0223,-0.0223
HD 106515 A b,HD 106515 A,1,Radial Velocity,2012,La Silla Observatory,34.0915,0.0856,-0.0851
HD 106906 b,HD 106906,1,Imaging,2013,Las Campanas Observatory,103.029,0.461,-0.457
HD 10697 b,HD 10697,1,Radial Velocity,1999,W. M. Keck Observatory,33.1205,0.0442,-0.0442
HD 107148 b,HD 107148,2,Radial Velocity,2005,W. M. Keck Observatory,49.4156,0.116,-0.1154
HD 107148 c,HD 107148,2,Radial Velocity,2021,Multiple Observatories,49.4156,0.116,-0.1154
HD 108147 b,HD 108147,1,Radial Velocity,2002,La Silla Observatory,38.92,0.0488,-0.0487
HD 108202 b,HD 108202,1,Radial Velocity,2023,La Silla Observatory,38.6846,0.0675,-0.0673
HD 108236 b,HD 108236,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),64.5978,0.1943,-0.1932
HD 108236 c,HD 108236,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),64.5978,0.1943,-0.1932
HD 108236 d,HD 108236,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),64.5978,0.1943,-0.1932
HD 108236 e,HD 108236,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),64.5978,0.1943,-0.1932
HD 108236 f,HD 108236,5,Transit,2021,CHaracterising ExOPlanets Satellite (CHEOPS),64.5978,0.1943,-0.1932
HD 108341 b,HD 108341,1,Radial Velocity,2014,La Silla Observatory,48.9102,0.0618,-0.0615
HD 108863 b,HD 108863,1,Radial Velocity,2011,W. M. Keck Observatory,164.742,1.3265,-1.3265
HD 108874 b,HD 108874,2,Radial Velocity,2002,W. M. Keck Observatory,59.5175,0.1585,-0.1576
HD 108874 c,HD 108874,2,Radial Velocity,2005,W. M. Keck Observatory,59.5175,0.1585,-0.1576
HD 109246 b,HD 109246,1,Radial Velocity,2010,Haute-Provence Observatory,67.8349,0.1236,-0.1232
HD 109271 b,HD 109271,2,Radial Velocity,2013,La Silla Observatory,55.8716,0.2082,-0.2068
