pl_name,hostname,sy_pnum,discoverymethod,disc_year,disc_facility,sy_dist,sy_disterr1,sy_disterr2
TIC 172900988 b,TIC 172900988 Aa,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),250.956,3.254,-3.172
TIC 237913194 b,TIC 237913194,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),306.063,2.051,-2.025
TIC 241249530 b,TIC 241249530,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),324.448,3.696,-3.615
TIC 257060897 b,TIC 257060897,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),505.703,5.126,-5.025
TIC 279401253 b,TIC 279401253,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),285.584,2.79,-2.738
TIC 279401253 c,TIC 279401253,2,Transit,2023,Multiple Observatories,285.584,2.79,-2.738
TIC 365102760 b,TIC 365102760,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),555.546,7.699,-7.494
TIC 393818343 b,TIC 393818343,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),93.7345,0.3527,-0.35
TIC 46432937 b,TIC 46432937,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),90.5369,0.208,-0.207
TIC 4672985 b,TIC 4672985,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),253.385,2.214,-2.176
TOI-1052 b,TOI-1052,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),129.804,0.56,-0.555
TOI-1052 c,TOI-1052,2,Radial Velocity,2023,Multiple Observatories,129.804,0.56,-0.555
TOI-1062 b,TOI-1062,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),82.1733,0.1635,-0.1629
TOI-1062 c,TOI-1062,2,Radial Velocity,2021,La Silla Observatory,82.1733,0.1635,-0.1629
TOI-1064 b,TOI-1064,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),68.0726,0.3639,-0.3601
TOI-1064 c,TOI-1064,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),68.0726,0.3639,-0.3601
TOI-1075 b,TOI-1075,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),61.4592,0.09435,-0.09435
TOI-1107 b,TOI-1107,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),281.314,2.031,-2.003
TOI-1130 b,TOI-1130,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),58.2609,0.17,-0.1691
TOI-1130 c,TOI-1130,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),58.2609,0.17,-0.1691
TOI-1135 b,TOI-1135,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),114.048,0.308,-0.306
TOI-1136 b,TOI-1136,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.5362,0.1583,-0.1577
TOI-1136 c,TOI-1136,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.5362,0.1583,-0.1577
TOI-1136 d,TOI-1136,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.5362,0.1583,-0.1577
TOI-1136 e,TOI-1136,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.5362,0.1583,-0.1577
TOI-1136 f,TOI-1136,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.5362,0.1583,-0.1577
TOI-1136 g,TOI-1136,6,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),84.5362,0.1583,-0.1577
TOI-1173 b,TOI-1173,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),132.353,0.461,-0.458
TOI-1174 b,TOI-1174,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),94.6375,0.2508,-0.2494
TOI-1180 b,TOI-1180,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),72.0238,0.1326,-0.1321
TOI-1181 b,TOI-1181,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),302.819,3.542,-3.462
TOI-1184 b,TOI-1184,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),58.5946,0.078,-0.0778
TOI-1194 b,TOI-1194,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),149.667,0.655,-0.649
TOI-1199 b,TOI-1199,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),248.427,1.792,-1.767
TOI-1201 b,TOI-1201,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),37.8871,0.0516,-0.0516
TOI-122 b,TOI-122,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),62.118,0.2165,-0.2151
TOI-1221 b,TOI-1221,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),138.411,0.387,-0.386
TOI-1224 b,TOI-1224,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),37.3312,0.0601,-0.0599
TOI-1224 c,TOI-1224,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),37.3312,0.0601,-0.0599
TOI-1227 b,TOI-1227,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),100.641,0.573,-0.566
TOI-1231 b,TOI-1231,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),27.6227,0.0609,-0.0609
TOI-1235 b,TOI-1235,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),39.6345,0.0478,-0.0478
TOI-1244 b,TOI-1244,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),102.551,0.24,-0.24
TOI-1246 b,TOI-1246,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),169.422,0.673,-0.669
TOI-1246 c,TOI-1246,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),169.422,0.673,-0.669
TOI-1246 d,TOI-1246,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),169.422,0.673,-0.669
TOI-1246 e,TOI-1246,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),169.422,0.673,-0.669
TOI-1248 b,TOI-1248,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),168.735,0.602,-0.597
TOI-1249 b,TOI-1249,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),139.49,0.537,-0.533
TOI-125 b,TOI-125,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),111.059,0.444,-0.44
TOI-125 c,TOI-125,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),111.059,0.444,-0.44
TOI-125 d,TOI-125,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),111.059,0.444,-0.44
TOI-1259 A b,TOI-1259 A,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),118.106,0.375,-0.372
TOI-1260 b,TOI-1260,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),73.5977,0.1607,-0.1601
TOI-1260 c,TOI-1260,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),73.5977,0.1607,-0.1601
TOI-1260 d,TOI-1260,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),73.5977,0.1607,-0.1601
TOI-1266 b,TOI-1266,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),36.0118,0.0295,-0.0295
TOI-1266 c,TOI-1266,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),36.0118,0.0295,-0.0295
TOI-1266 d,TOI-1266,3,Transit Timing Variations,2025,Transiting Exoplanet Survey Satellite (TESS),36.0118,0.0295,-0.0295
TOI-1268 b,TOI-1268,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),109.557,0.545,-0.54
TOI-1269 b,TOI-1269,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),172.138,0.696,-0.69
TOI-1272 b,TOI-1272,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),137.572,0.403,-0.401
TOI-1272 c,TOI-1272,2,Radial Velocity,2022,W. M. Keck Observatory,137.572,0.403,-0.401
TOI-1273 b,TOI-1273,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),177.118,1.222,-1.206
TOI-1278 b,TOI-1278,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),75.5759,0.15495,-0.15495
TOI-1279 b,TOI-1279,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),107.055,0.286,-0.284
TOI-128.01,TOI-128,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),68.4727,0.1192,-0.1188
TOI-1288 b,TOI-1288,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),114.865,0.322,-0.321
TOI-1288 c,TOI-1288,2,Radial Velocity,2022,Multiple Observatories,114.865,0.322,-0.321
TOI-1294 b,TOI-1294,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),332.648,2.301,-2.271
TOI-1294 c,TOI-1294,2,Radial Velocity,2024,W. M. Keck Observatory,332.648,2.301,-2.271
TOI-1295 b,TOI-1295,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),388.227,4.497,-4.398
TOI-1296 b,TOI-1296,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),323.265,2.845,-2.797
TOI-1298 b,TOI-1298,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),319.036,2.001,-1.978
TOI-1301.01,TOI-1301,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),90.8693,0.1896,-0.1889
TOI-132 b,TOI-132,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),163.678,0.993,-0.981
TOI-1333 b,TOI-1333,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),200.492,1.202,-1.188
TOI-1338 b,TOI-1338 A,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),399.017,3.162,-3.113
TOI-1338 c,TOI-1338 A,2,Radial Velocity,2023,Multiple Observatories,399.017,3.162,-3.113
TOI-1347 b,TOI-1347,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),147.476,1.05,-1.035
TOI-1347 c,TOI-1347,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),147.476,1.05,-1.035
TOI-1386 b,TOI-1386,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),146.858,0.687,-0.68
TOI-1386 c,TOI-1386,2,Radial Velocity,2024,W. M. Keck Observatory,146.858,0.687,-0.68
TOI-139 b,TOI-139,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),42.4061,0.0764,-0.0762
TOI-1408 b,TOI-1408,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),139.484,0.418,-0.417
TOI-1408 c,TOI-1408,2,Transit Timing Variations,2024,Transiting Exoplanet Survey Satellite (TESS),139.484,0.418,-0.417
TOI-1410 c,TOI-1410,2,Radial Velocity,2024,W. M. Keck Observatory,72.7512,0.1607,-0.1601
TOI-1410.01,TOI-1410,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),72.7512,0.1607,-0.1601
TOI-1411 b,TOI-1411,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),32.4778,0.0225,-0.0225
TOI-1416 b,TOI-1416,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),55.0135,0.0775,-0.0772
TOI-1420 b,TOI-1420,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),201.918,0.918,-0.911
TOI-1422 b,TOI-1422,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),155.141,0.663,-0.657
TOI-1431 b,TOI-1431,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),148.925,1.034,-1.02
TOI-1437 b,TOI-1437,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),103.297,0.183,-0.183
TOI-1439 b,TOI-1439,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),230.306,2.358,-2.311
TOI-1442 b,TOI-1442,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),41.1659,0.0618,-0.0615
TOI-1443 b,TOI-1443,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),85.8034,0.2059,-0.2049
TOI-1444 b,TOI-1444,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),125.463,0.337,-0.335
TOI-1448 b,TOI-1448,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),73.3345,0.1733,-0.1724
TOI-1450 A b,TOI-1450 A,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),22.4467,0.0132,-0.0131
TOI-1450 A c,TOI-1450 A,2,Transit,2024,Gemini Observatory,22.4467,0.0132,-0.0131
TOI-1451 b,TOI-1451,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),91.9362,0.2177,-0.2168
TOI-1452 b,TOI-1452,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),30.5212,0.0392,-0.039
TOI-1453 b,TOI-1453,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),78.7415,0.1195,-0.1192
TOI-1453 c,TOI-1453,2,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),78.7415,0.1195,-0.1192
TOI-1467 b,TOI-1467,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),37.4418,0.05465,-0.05465
TOI-1468 b,TOI-1468,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),24.7399,0.0469,-0.0467
TOI-1468 c,TOI-1468,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),24.7399,0.0469,-0.0467
TOI-1470 b,TOI-1470,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),51.9503,0.0745,-0.0745
TOI-1470 c,TOI-1470,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),51.9503,0.0745,-0.0745
TOI-1472 b,TOI-1472,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),121.84,1.331,-1.303
TOI-1478 b,TOI-1478,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),152.892,0.915,-0.905
TOI-150.01,TOI-150,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),336.267,1.927,-1.905
TOI-1516 b,TOI-1516,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),247.054,1.368,-1.354
TOI-1518 b,TOI-1518,1,Transit,2021,Multiple Observatories,225.888,1.69,-1.666
TOI-157 b,TOI-157,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),355.683,2.848,-2.804
TOI-1601 b,TOI-1601,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),336.608,8.389,-7.998
TOI-163 b,TOI-163,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),411.719,8.163,-7.857
TOI-1630.01,TOI-1630,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),66.0929,0.1292,-0.1287
TOI-1634 b,TOI-1634,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),35.2736,0.0527,-0.0526
TOI-1634 c,TOI-1634,2,Radial Velocity,2022,Multiple Observatories,35.2736,0.0527,-0.0526
TOI-1659.01,TOI-1659,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),122.494,0.308,-0.306
TOI-1669 b,TOI-1669,2,Radial Velocity,2023,W. M. Keck Observatory,111.276,0.371,-0.368
TOI-1669 c,TOI-1669,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),111.276,0.371,-0.368
TOI-1670 b,TOI-1670,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),168.067,0.69,-0.684
TOI-1670 c,TOI-1670,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),168.067,0.69,-0.684
TOI-1680 b,TOI-1680,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),37.2209,0.0617,-0.0614
TOI-1683.01,TOI-1683,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),51.1884,0.1393,-0.1385
TOI-1685 b,TOI-1685,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),37.6153,0.0728,-0.0725
TOI-169 b,TOI-169,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),407.84,4.237,-4.152
TOI-1691 b,TOI-1691,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),111.445,0.37,-0.367
TOI-1693 b,TOI-1693,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),30.7947,0.0391,-0.0391
TOI-1694 b,TOI-1694,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),124.68,0.59,-0.584
TOI-1694 c,TOI-1694,2,Radial Velocity,2023,W. M. Keck Observatory,124.68,0.59,-0.584
TOI-1695 b,TOI-1695,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),45.1309,0.06805,-0.06805
TOI-1696 b,TOI-1696,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),64.9172,0.3581,-0.3544
TOI-1710 b,TOI-1710,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),81.2271,0.1773,-0.1766
TOI-1716.01,TOI-1716,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),104.158,0.816,-0.804
TOI-172 b,TOI-172,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),342.831,7.371,-7.071
TOI-1723 b,TOI-1723,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),100.727,0.292,-0.291
TOI-1728 b,TOI-1728,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),60.798,0.13635,-0.13635
TOI-1736 b,TOI-1736,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),88.9482,0.3219,-0.3198
TOI-1736 c,TOI-1736,2,Radial Velocity,2023,Haute-Provence Observatory,88.9482,0.3219,-0.3198
TOI-1739 b,TOI-1739,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),70.9819,0.1032,-0.1029
TOI-1742 b,TOI-1742,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),72.8871,0.1196,-0.1192
TOI-1744.01,TOI-1744,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),114.39,0.416,-0.414
TOI-1749 b,TOI-1749,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),99.5561,0.1172,-0.1172
TOI-1749 c,TOI-1749,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),99.5561,0.1172,-0.1172
TOI-1749 d,TOI-1749,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),99.5561,0.1172,-0.1172
TOI-1751 b,TOI-1751,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),113.335,0.293,-0.291
TOI-1753 b,TOI-1753,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),226.671,2.731,-2.667
TOI-1758 b,TOI-1758,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),96.6215,0.3434,-0.3409
TOI-1759 b,TOI-1759,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),40.0654,0.0423,-0.0423
TOI-1768.01,TOI-1768,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),157.597,0.833,-0.824
TOI-1772.01,TOI-1772,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),97.7562,0.5988,-0.5916
TOI-1775 b,TOI-1775,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),149.234,0.953,-0.942
TOI-1776 b,TOI-1776,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),44.647,0.1534,-0.1523
TOI-1777.01,TOI-1777,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),79.7665,0.3324,-0.3297
TOI-178 b,TOI-178,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),62.699,0.2074,-0.2061
TOI-178 c,TOI-178,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),62.699,0.2074,-0.2061
TOI-178 d,TOI-178,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),62.699,0.2074,-0.2061
TOI-178 e,TOI-178,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),62.699,0.2074,-0.2061
TOI-178 f,TOI-178,6,Transit,2021,Multiple Observatories,62.699,0.2074,-0.2061
TOI-178 g,TOI-178,6,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),62.699,0.2074,-0.2061
TOI-1782.01,TOI-1782,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),95.2649,0.1817,-0.1809
TOI-1782.02,TOI-1782,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),95.2649,0.1817,-0.1809
TOI-1789 b,TOI-1789,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),229.067,2.388,-2.34
TOI-1794 b,TOI-1794,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),155.791,0.624,-0.619
TOI-1798.01,TOI-1798,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),113.181,0.309,-0.308
TOI-1798.02,TOI-1798,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),113.181,0.309,-0.308
TOI-1799 b,TOI-1799,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),62.1274,0.1962,-0.195
TOI-1801 b,TOI-1801,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),30.6796,0.1677,-0.1677
TOI-1806.01,TOI-1806,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),55.5211,0.2006,-0.1992
TOI-1807 b,TOI-1807,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),42.5775,0.0622,-0.062
TOI-181 b,TOI-181,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),96.2338,0.5781,-0.5714
TOI-1811 b,TOI-1811,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),128.23,0.711,-0.704
TOI-1820 b,TOI-1820,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),248.504,3.648,-3.546
TOI-1823 b,TOI-1823,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),71.6456,0.1151,-0.1148
TOI-1824 b,TOI-1824,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),59.4314,0.13,-0.1294
TOI-1836 b,TOI-1836,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),191.649,0.929,-0.92
TOI-1836 c,TOI-1836,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),191.649,0.929,-0.92
TOI-1842 b,TOI-1842,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),223.465,2.26,-2.216
TOI-1853 b,TOI-1853,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),165.105,1.006,-0.994
TOI-1855 b,TOI-1855,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),176.833,1.186,-1.17
TOI-1859 b,TOI-1859,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),224.385,1.173,-1.161
TOI-1860 b,TOI-1860,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),45.864,0.0648,-0.0645
TOI-1883 b,TOI-1883,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),115.369,0.861,-0.848
TOI-1898 b,TOI-1898,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),79.6682,0.4423,-0.4377
TOI-1899 b,TOI-1899,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),128.438,0.25,-0.25
TOI-1937 A b,TOI-1937 A,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),415.135,2.929,-2.889
TOI-198 b,TOI-198,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),23.7262,0.02655,-0.02655
TOI-199 b,TOI-199,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),102.27,0.191,-0.19
TOI-199 c,TOI-199,2,Transit Timing Variations,2023,Multiple Observatories,102.27,0.191,-0.19
TOI-1994 b,TOI-1994,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),515.603,9.199,-8.889
TOI-2000 b,TOI-2000,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),175.713,0.76,-0.754
TOI-2000 c,TOI-2000,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),175.713,0.76,-0.754
TOI-201 b,TOI-201,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),113.825,0.347,-0.345
TOI-2010 b,TOI-2010,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),109.19,0.322,-0.32
TOI-2015 b,TOI-2015,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),47.3444,0.1133,-0.1126
TOI-2015 c,TOI-2015,2,Transit Timing Variations,2025,Multiple Observatories,47.3444,0.1133,-0.1126
TOI-2018 b,TOI-2018,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),27.9956,0.0214,-0.0213
TOI-2019 b,TOI-2019,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),198.007,0.823,-0.817
TOI-2025 b,TOI-2025,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),335.985,2.434,-2.4
TOI-2046 b,TOI-2046,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),289.668,2.225,-2.191
TOI-2048 b,TOI-2048,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),116.567,0.292,-0.29
TOI-206 b,TOI-206,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),47.7465,0.11,-0.1095
TOI-2068 b,TOI-2068,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),52.9328,0.0586,-0.0586
TOI-2076 b,TOI-2076,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),41.9091,0.0528,-0.0526
TOI-2076 c,TOI-2076,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),41.9091,0.0528,-0.0526
TOI-2076 d,TOI-2076,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),41.9091,0.0528,-0.0526
TOI-2081 b,TOI-2081,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),62.3446,0.08335,-0.08335
TOI-2084 b,TOI-2084,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),114.549,0.342,-0.339
TOI-2088 b,TOI-2088,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),126.46,0.36,-0.358
TOI-2095 b,TOI-2095,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),41.9176,0.05,-0.05
TOI-2095 c,TOI-2095,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),41.9176,0.05,-0.05
TOI-2096 b,TOI-2096,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),48.4809,0.0982,-0.0978
TOI-2096 c,TOI-2096,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),48.4809,0.0982,-0.0978
TOI-2107 b,TOI-2107,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),236.705,1.934,-1.904
TOI-2109 b,TOI-2109,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),262.041,2.753,-2.698
TOI-2120 b,TOI-2120,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),32.1755,0.0529,-0.0528
TOI-2128 b,TOI-2128,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),36.578,0.0344,-0.0343
TOI-2134 b,TOI-2134,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),22.6202,0.016,-0.0159
TOI-2134 c,TOI-2134,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),22.6202,0.016,-0.0159
TOI-2136 b,TOI-2136,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),33.3631,0.06425,-0.06425
TOI-2141 b,TOI-2141,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),77.682,0.2257,-0.2244
TOI-2145 b,TOI-2145,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),224.731,1.102,-1.092
TOI-2152 A b,TOI-2152,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),303.006,3.11,-3.049
TOI-2154 b,TOI-2154,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),296.46,2.174,-2.143
TOI-2158 b,TOI-2158,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),198.473,1.403,-1.383
